word,main_category,frequency
ought,Home&Kitchen,1
ought,Computers&Accessories,1
otuo,Home&Kitchen,1
ottyoutbe,Electronics,1
ottsome,Electronics,1
outelegant,Home&Kitchen,1
dig,Electronics,1
outmast,Computers&Accessories,1
difficultvery,Electronics,1
outlookscratch,Home&Kitchen,1
difficult,OfficeProducts,1
outletwater,Home&Kitchen,1
outlets,Electronics,1
difficultbut,Electronics,1
outletiv,Computers&Accessories,1
difficulties,Electronics,1
difficultthe,Computers&Accessories,1
outkodak,Electronics,1
dig,Computers&Accessories,1
outim,Electronics,1
outhow,Electronics,1
outgood,Electronics,1
difficulty,Computers&Accessories,1
outflow,Home&Kitchen,1
outerbody,Home&Kitchen,1
diffrent,Computers&Accessories,1
diffuct,Home&Kitchen,1
overallbut,Electronics,1
overalleays,Toys&Games,1
otp,Electronics,1
overpricedvery,Home&Kitchen,1
overview,Electronics,1
overusing,Home&Kitchen,1
oversized,Computers&Accessories,1
oversharpeningboth,Electronics,1
overseas,Home&Kitchen,1
oversaturated,Electronics,1
overprized,Electronics,1
diameter,Home&Kitchen,1
overpricedvalue,Electronics,1
overwatchbut,Computers&Accessories,1
overpricedsuper,Electronics,1
overpricedsome,Electronics,1
diameters,Home&Kitchen,1
overpricedmeet,Computers&Accessories,1
overpricedgud,Electronics,1
overpricedgood,Electronics,1
overpriced,Home&Kitchen,1
diary😀like,OfficeProducts,1
overviewaveragethe,Electronics,1
overweightthis,Computers&Accessories,1
dictionarybut,Electronics,1
ownersoverall,Computers&Accessories,1
diagonally,Electronics,1
diagram,Home&Kitchen,1
diagrams,OfficeProducts,1
oxidization,Home&Kitchen,1
oxford,Electronics,1
ownthe,Electronics,1
dialing,Electronics,1
ownersvery,Computers&Accessories,1
ownersgood,Computers&Accessories,1
overwhelm,Electronics,1
owners,OfficeProducts,1
owner,Home&Kitchen,1
owned,Home&Kitchen,1
dialup,Computers&Accessories,1
dial→,Home&Kitchen,1
ownbut,Home&Kitchen,1
owl,Electronics,1
owing,Electronics,1
dicey,Home&Kitchen,1
didit,Home&Kitchen,1
overallgood,Computers&Accessories,1
overallvery,Home&Kitchen,1
overears,Computers&Accessories,1
die,MusicalInstruments,1
overcurrent,Computers&Accessories,1
diet,Health&PersonalCare,1
overclocking,Computers&Accessories,1
overcharge,Home&Kitchen,1
overbright,Electronics,1
overboard,Electronics,1
overallvalue,Computers&Accessories,1
overflow,Home&Kitchen,1
diff,Computers&Accessories,1
overallso,Home&Kitchen,1
overallreading,Computers&Accessories,1
overallnote,Computers&Accessories,1
overallnice,Computers&Accessories,1
overalljust,Computers&Accessories,1
overallit,Home&Kitchen,1
overallif,Computers&Accessories,1
overexposed,Electronics,1
overfrothing,Home&Kitchen,1
overpower,Electronics,1
didsmoothens,Home&Kitchen,1
overnightworst,Electronics,1
overnightnice,Home&Kitchen,1
didnot,Electronics,1
didnt,Health&PersonalCare,1
overmobile,Electronics,1
didnt,MusicalInstruments,1
overloadshort,Computers&Accessories,1
overloaded,Home&Kitchen,1
overlap,Toys&Games,1
overhead,Electronics,1
overlap,OfficeProducts,1
overinflated,Electronics,1
die,Electronics,1
overheating,Computers&Accessories,1
overheatedit,Electronics,1
overheated,Home&Kitchen,1
overheated,Electronics,1
overheadthank,Electronics,1
dignitylike,Home&Kitchen,1
other😬fit,Electronics,1
optimally,Electronics,1
ordereasy,Home&Kitchen,1
directly,MusicalInstruments,1
directlygood,Home&Kitchen,1
orderi,Electronics,1
orderfelt,Computers&Accessories,1
ordered,MusicalInstruments,1
dirtier,Home&Kitchen,1
dirty,OfficeProducts,1
dirtyvery,Home&Kitchen,1
orderdifferent,Home&Kitchen,1
ordering,MusicalInstruments,1
orderawesome,Home&Kitchen,1
dis,Home&Kitchen,1
disabled,Computers&Accessories,1
order,HomeImprovement,1
disadvantages,Home&Kitchen,1
disadvantagesvalue,Electronics,1
oranges,Home&Kitchen,1
disappeared,Home&Kitchen,1
directionsthe,Computers&Accessories,1
directional,Home&Kitchen,1
optionthe,Computers&Accessories,1
organisednice,OfficeProducts,1
orient,Home&Kitchen,1
dint,Computers&Accessories,1
orginalbetter,Computers&Accessories,1
orgasm,OfficeProducts,1
organized,Electronics,1
dip,OfficeProducts,1
organize,Computers&Accessories,1
organizationthe,Electronics,1
organised,Electronics,1
orders,Computers&Accessories,1
organisations,Electronics,1
organisationmy,Computers&Accessories,1
orerall,Home&Kitchen,1
ordinarynice,Electronics,1
orderzebronics,Electronics,1
orderwaste,Computers&Accessories,1
ordervery,Computers&Accessories,1
orders,Electronics,1
optionthe,Electronics,1
disappoint,Home&Kitchen,1
orientwriting,Home&Kitchen,1
disappointingsound,Electronics,1
optionbut,Electronics,1
disappointed😖,Electronics,1
optional,Home&Kitchen,1
optional,Electronics,1
optional,Computers&Accessories,1
disappointes,Home&Kitchen,1
disappointing,OfficeProducts,1
option,Health&PersonalCare,1
disappoints,Electronics,1
optioncons,Computers&Accessories,1
disappoints,Home&Kitchen,1
disappointsnot,Home&Kitchen,1
optimum,Electronics,1
optimum,Computers&Accessories,1
optimization,Electronics,1
optimistic,Home&Kitchen,1
optimised,Health&PersonalCare,1
disappointted,Electronics,1
disappointedusefulvalue,Home&Kitchen,1
optionexpensive,Electronics,1
optionsonly,Electronics,1
optionrest,Home&Kitchen,1
optionsgood,Computers&Accessories,1
optionscreen,Electronics,1
optionsave,Electronics,1
disappointed,MusicalInstruments,1
options,Toys&Games,1
disappointedi,Electronics,1
disappointedits,Electronics,1
disappointedperfect,Electronics,1
optionpurchased,Electronics,1
disappointedsoundi,Electronics,1
optionoverall,Home&Kitchen,1
optionokay,Home&Kitchen,1
optionnot,Home&Kitchen,1
optionnot,Electronics,1
optionneeded,Computers&Accessories,1
disappointedrange,Electronics,1
optionit,Home&Kitchen,1
optiongoodnot,Electronics,1
oriented,Electronics,1
orifices,Home&Kitchen,1
otherwiseyes,Home&Kitchen,1
otgafter,Electronics,1
dikhti,Electronics,1
dilevered,Home&Kitchen,1
othermore,Home&Kitchen,1
othergoodgoodpen,OfficeProducts,1
othergoodgoodi,OfficeProducts,1
otherfor,Home&Kitchen,1
otherbatteries,Electronics,1
otgit,Home&Kitchen,1
dilvery,Home&Kitchen,1
othersbest,Computers&Accessories,1
dim,Computers&Accessories,1
dimencity,Electronics,1
ossum,Home&Kitchen,1
dimension,Computers&Accessories,1
osome,Electronics,1
osmvery,Computers&Accessories,1
osmosis,Home&Kitchen,1
osmits,Home&Kitchen,1
dikhati,Electronics,1
otherscompact,Computers&Accessories,1
oscillating,Home&Kitchen,1
otherusing,Computers&Accessories,1
otherwisethe,Home&Kitchen,1
otherwiseplastic,Electronics,1
otherwiseits,Home&Kitchen,1
otherwiseit,Electronics,1
otherwise,Toys&Games,1
diisappointed,Computers&Accessories,1
dijiyegood,Home&Kitchen,1
dikh,Electronics,1
otherusha,Home&Kitchen,1
othersdecent,Home&Kitchen,1
otherthe,Electronics,1
otherswhen,Electronics,1
otherssound,Electronics,1
othersmixer,Home&Kitchen,1
othersits,Electronics,1
othersit,Home&Kitchen,1
othersgoodmost,Computers&Accessories,1
othersfive,Home&Kitchen,1
osm,Home&Kitchen,1
orv,Electronics,1
origin,Computers&Accessories,1
originalbuild,Computers&Accessories,1
originalits,Electronics,1
originalgot,Electronics,1
dimlight,Electronics,1
originalgood,Electronics,1
originalgood,Computers&Accessories,1
originalexpensivebought,Electronics,1
originaldecentgood,Computers&Accessories,1
originalcolours,Computers&Accessories,1
originalawesomenice,OfficeProducts,1
originallike,Computers&Accessories,1
originalamazing,Computers&Accessories,1
originalabsolutely,Computers&Accessories,1
original,OfficeProducts,1
dimmable,Computers&Accessories,1
din,Home&Kitchen,1
dinner,Electronics,1
origin,Home&Kitchen,1
origin,Electronics,1
originalitygood,Computers&Accessories,1
originalmaterial,Electronics,1
orstorite,Computers&Accessories,1
originaltldr,Computers&Accessories,1
orpatso,Home&Kitchen,1
orpat,Home&Kitchen,1
dimensions,Computers&Accessories,1
ornaments,Home&Kitchen,1
orignal,Electronics,1
dimensions,Electronics,1
dimensionscons,Home&Kitchen,1
originalvalue,Electronics,1
originalthe,Electronics,1
dimexcellentnice,Computers&Accessories,1
originals,Computers&Accessories,1
originalreasonable,Electronics,1
originalquality,Computers&Accessories,1
originalpower,Electronics,1
originalpathetictotal,Electronics,1
originalover,Electronics,1
originalnot,Electronics,1
originalnot,Computers&Accessories,1
ozone,Home&Kitchen,1
ozoneit,Home&Kitchen,1
paata,Home&Kitchen,1
detailscontrast,Electronics,1
parentsease,Home&Kitchen,1
detailboat,Electronics,1
parents,Computers&Accessories,1
parcels,Home&Kitchen,1
parcel,Home&Kitchen,1
parcel,Computers&Accessories,1
details,OfficeProducts,1
parathasits,Home&Kitchen,1
paratha,Home&Kitchen,1
parformancenice,Computers&Accessories,1
paranomic,Electronics,1
detailshowever,Electronics,1
detailslong,Electronics,1
detailsmore,Electronics,1
detailsnormally,Electronics,1
detailsoverall,Home&Kitchen,1
parallelly,Home&Kitchen,1
parallel,Home&Kitchen,1
parentsmust,Home&Kitchen,1
park,Electronics,1
paragraph,MusicalInstruments,1
partial,Home&Kitchen,1
deta,Home&Kitchen,1
detachable,Computers&Accessories,1
detachable,MusicalInstruments,1
particles,Computers&Accessories,1
particles,Car&Motorbike,1
partical,Home&Kitchen,1
detachabledecent,Electronics,1
partially,Electronics,1
partgood,Home&Kitchen,1
park,Home&Kitchen,1
part,Toys&Games,1
detachablefeedbacka,Home&Kitchen,1
detachablethe,Home&Kitchen,1
detached,Computers&Accessories,1
part,Car&Motorbike,1
detached,Home&Kitchen,1
parker😅🤪,OfficeProducts,1
parkerits,OfficeProducts,1
detailsreally,Electronics,1
par,OfficeProducts,1
destructiveit,Computers&Accessories,1
panelare,Computers&Accessories,1
pantry,Home&Kitchen,1
pant,Home&Kitchen,1
panning,Electronics,1
detection,Computers&Accessories,1
detectionit,Electronics,1
detective,Home&Kitchen,1
detects,Electronics,1
detects,Home&Kitchen,1
panel,Home&Kitchen,1
pants,Home&Kitchen,1
deteriorate,Electronics,1
paneer,Home&Kitchen,1
paneer,Computers&Accessories,1
pane,Computers&Accessories,1
deteriorated,Computers&Accessories,1
deteriorated,Home&Kitchen,1
panasonicall,Electronics,1
deteriorates,Computers&Accessories,1
pants,Computers&Accessories,1
pantsproduct,Home&Kitchen,1
detailsscreen,Electronics,1
papergoodi,OfficeProducts,1
detailswithout,Home&Kitchen,1
detailsworking,Home&Kitchen,1
pappupm,Computers&Accessories,1
paperworkitem,Home&Kitchen,1
papersthe,OfficeProducts,1
details••••••••••••••••••••••••→,Electronics,1
details▶,Home&Kitchen,1
paperi,Computers&Accessories,1
paperduplex,Computers&Accessories,1
pantsthe,Home&Kitchen,1
paperbinderseparator,OfficeProducts,1
paperbest,OfficeProducts,1
paperbefore,Computers&Accessories,1
detectedon,Computers&Accessories,1
detecting,Electronics,1
detectinggood,Computers&Accessories,1
papar,OfficeProducts,1
panvel,Home&Kitchen,1
deta,Electronics,1
particular,OfficeProducts,1
pace,Home&Kitchen,1
designsize,Home&Kitchen,1
designquality,OfficeProducts,1
patiencegood,Home&Kitchen,1
designs,Computers&Accessories,1
designs,Electronics,1
pathetic👌tv,Electronics,1
patheticmediocre,Home&Kitchen,1
patheticgood,Home&Kitchen,1
designs,Toys&Games,1
path,Electronics,1
pattern,Computers&Accessories,1
patchy,Computers&Accessories,1
designsuit,Electronics,1
patchfeels,Computers&Accessories,1
patches,Home&Kitchen,1
patches,Computers&Accessories,1
designthe,Electronics,1
patch,Computers&Accessories,1
pata,Electronics,1
patiently,Home&Kitchen,1
designquality,Home&Kitchen,1
designthe,Home&Kitchen,1
pausesinstead,Home&Kitchen,1
pay,OfficeProducts,1
designgoodlid,Home&Kitchen,1
designhope,Home&Kitchen,1
designi,Electronics,1
pax,Home&Kitchen,1
designi,Home&Kitchen,1
pausinghowever,Home&Kitchen,1
pausing,Computers&Accessories,1
designinalsa,Home&Kitchen,1
patterns,Home&Kitchen,1
pauseplaydouble,Electronics,1
designing,Computers&Accessories,1
pauseit,Electronics,1
designl,Computers&Accessories,1
designmaine,Computers&Accessories,1
designnice,Home&Kitchen,1
pause,Computers&Accessories,1
patternthe,Home&Kitchen,1
pata,Computers&Accessories,1
pasted,Electronics,1
particularly,Electronics,1
partvery,Computers&Accessories,1
passage,Computers&Accessories,1
passablepairing,Electronics,1
desklove,Computers&Accessories,1
pass,Computers&Accessories,1
partygoodgoodgood,Home&Kitchen,1
party,Home&Kitchen,1
deskmat,Computers&Accessories,1
deskmatpremium,Computers&Accessories,1
partsometimes,Electronics,1
passed,Electronics,1
desktop,Home&Kitchen,1
partother,Home&Kitchen,1
partoriginal,Home&Kitchen,1
despatch,Home&Kitchen,1
partitions,Computers&Accessories,1
particulate,Home&Kitchen,1
particularly,OfficeProducts,1
destination,Computers&Accessories,1
deskdoes,Computers&Accessories,1
desiresome,Electronics,1
pastecoconut,Home&Kitchen,1
desinenicenice,Home&Kitchen,1
designunless,Electronics,1
designv,Electronics,1
paste,Computers&Accessories,1
designwe,Computers&Accessories,1
designworth,Computers&Accessories,1
designworth,Home&Kitchen,1
desine,Home&Kitchen,1
passwordsall,Computers&Accessories,1
desirable,Home&Kitchen,1
desired,Electronics,1
passthrough,Electronics,1
desirablegood,Electronics,1
passmy,Computers&Accessories,1
desire,Computers&Accessories,1
passion,Electronics,1
desire,Electronics,1
passing,Electronics,1
desire,Home&Kitchen,1
panal,Electronics,1
deteriorates,Electronics,1
determine,Electronics,1
packedge,Home&Kitchen,1
devicessturdy,Computers&Accessories,1
devicesverdict,Electronics,1
devices▪︎stability,Electronics,1
packgoodgood,Electronics,1
devicewe,Computers&Accessories,1
deviceyou,Home&Kitchen,1
device•••••••••••••••••••••••••buttons,Home&Kitchen,1
packeginggood,Computers&Accessories,1
packed,OfficeProducts,1
packing,OfficeProducts,1
device•••••••••••••••••••••••••••••••••••••🔧,Home&Kitchen,1
device••••••••••••••••••••💡,Electronics,1
devie,Home&Kitchen,1
packbetterproduct,Electronics,1
packagingto,Computers&Accessories,1
packagingtill,Electronics,1
packagingthe,Electronics,1
packagingthe,Computers&Accessories,1
packing,MusicalInstruments,1
packing,Toys&Games,1
packagingnice,OfficeProducts,1
packnot,Home&Kitchen,1
devicesperfectly,Computers&Accessories,1
devicespositive,Electronics,1
devicesproduct,Computers&Accessories,1
devicesproduct,Electronics,1
pack→instruction,Home&Kitchen,1
packthis,OfficeProducts,1
packs,Electronics,1
devicesso,Electronics,1
packmy,Electronics,1
packingdekhne,Toys&Games,1
packmust,Electronics,1
packingthe,Computers&Accessories,1
packingpacking,Computers&Accessories,1
packingnice,Home&Kitchen,1
packingliked,Computers&Accessories,1
packingit,Home&Kitchen,1
packinggood,Home&Kitchen,1
packinggood,Computers&Accessories,1
packagingprice,Home&Kitchen,1
packagingnice,Home&Kitchen,1
pamphlet,Home&Kitchen,1
dhanteras,Home&Kitchen,1
packagegood,Computers&Accessories,1
packagefor,Electronics,1
packagedidnt,Home&Kitchen,1
packaged,Home&Kitchen,1
dhakkan,Home&Kitchen,1
dhakkngood,Home&Kitchen,1
packagebut,Home&Kitchen,1
packagebuilt,Computers&Accessories,1
package,MusicalInstruments,1
packageit,Computers&Accessories,1
dhere,Electronics,1
dherebaat,Electronics,1
dia,Electronics,1
dia,Home&Kitchen,1
diagnosis,Home&Kitchen,1
diagnostic,Computers&Accessories,1
pacific,Computers&Accessories,1
diagonal,Electronics,1
packageing,Electronics,1
packagenice,Computers&Accessories,1
packagingit,Computers&Accessories,1
devised,Computers&Accessories,1
packagingi,Home&Kitchen,1
packaginggoodgoodnice,Electronics,1
packaginggood,Home&Kitchen,1
packaginggood,Computers&Accessories,1
packagingevry,OfficeProducts,1
packagingcons,Home&Kitchen,1
packagingblender,Home&Kitchen,1
packagingassemblyusing,Home&Kitchen,1
packaging,MusicalInstruments,1
dhakangood,Home&Kitchen,1
devmgmtmsc,Computers&Accessories,1
devoid,Electronics,1
devoted,Electronics,1
packageworks,Electronics,1
packages,Home&Kitchen,1
dewrinkling,Home&Kitchen,1
packagenot,Computers&Accessories,1
packageno,Electronics,1
padbrightness,Computers&Accessories,1
padded,Computers&Accessories,1
devicesorder,Computers&Accessories,1
devicehad,Computers&Accessories,1
deviation,Home&Kitchen,1
paired,Computers&Accessories,1
deviceaudiovideo,Computers&Accessories,1
deviceeverything,Computers&Accessories,1
pain😢so,Electronics,1
painworth,Computers&Accessories,1
paintings,Electronics,1
devicegood,Electronics,1
paint,Computers&Accessories,1
pairedif,Electronics,1
painsound,Electronics,1
painmust,Computers&Accessories,1
painits,Computers&Accessories,1
devicehave,Computers&Accessories,1
painideally,Electronics,1
painfull,Electronics,1
painful,Home&Kitchen,1
devicehowever,Electronics,1
pairedalso,Electronics,1
deven,Home&Kitchen,1
padding,Computers&Accessories,1
paise,Electronics,1
deterrent,Electronics,1
palm,Home&Kitchen,1
deti,Computers&Accessories,1
develop,Electronics,1
pakka,Electronics,1
pakagegoodless,Computers&Accessories,1
paise,OfficeProducts,1
paise,Home&Kitchen,1
paise,Computers&Accessories,1
develops,Home&Kitchen,1
paisa,Home&Kitchen,1
developer,Computers&Accessories,1
pairworking,Electronics,1
developing,Computers&Accessories,1
pairs,Computers&Accessories,1
pairingwatch,Electronics,1
pairingturn,Electronics,1
pairingthere,Computers&Accessories,1
devicei,Electronics,1
deviceit,Computers&Accessories,1
devicenow,Computers&Accessories,1
padoffice,Computers&Accessories,1
deviceseasy,Computers&Accessories,1
devicesideal,Computers&Accessories,1
padti,Home&Kitchen,1
padta,Home&Kitchen,1
devicesmouse,Computers&Accessories,1
pads,Computers&Accessories,1
padquality,Computers&Accessories,1
padoverall,Computers&Accessories,1
padnot,Computers&Accessories,1
paidthe,Home&Kitchen,1
padim,Computers&Accessories,1
padgreat,Computers&Accessories,1
padgood,Computers&Accessories,1
padergonomically,Computers&Accessories,1
paddings,Electronics,1
padding,MusicalInstruments,1
padding,Home&Kitchen,1
devicesneither,Computers&Accessories,1
devicesdata,Computers&Accessories,1
page,Home&Kitchen,1
devicescons,Computers&Accessories,1
pagei,Home&Kitchen,1
paidnice,Computers&Accessories,1
paidits,Electronics,1
paidif,Electronics,1
paidearbuds,Electronics,1
paid,OfficeProducts,1
deviceproduct,Home&Kitchen,1
deviceright,Computers&Accessories,1
devices,MusicalInstruments,1
pai,Electronics,1
pagesyou,OfficeProducts,1
pagesvery,OfficeProducts,1
pagesvalue,OfficeProducts,1
pagesthe,OfficeProducts,1
pagesit,Computers&Accessories,1
pagesbut,OfficeProducts,1
devicescannot,Computers&Accessories,1
devicescolor,Computers&Accessories,1
disassemble,Computers&Accessories,1
optimal,Home&Kitchen,1
nylon,Electronics,1
okayproduct,Home&Kitchen,1
diviceeasy,Computers&Accessories,1
okaythen,Home&Kitchen,1
okaythe,Electronics,1
okaythe,Computers&Accessories,1
okaysvery,Electronics,1
okayreview,Home&Kitchen,1
okayquality,Home&Kitchen,1
okayquality,Computers&Accessories,1
okayperformance,Computers&Accessories,1
okayuse,Home&Kitchen,1
